feature,mean_abs_shap
cat__NDC8_58016052,0.0013511866487907777
cat__NDC8_00490716,0.001306330513422779
cat__NDC8_58016035,0.0012881093105890197
cat__NDC8_58016090,0.001271339273912545
cat__NDC7_5801601,0.0012703345394685828
cat__NDC8_58016082,0.0012410266503294037
cat__NDC7_5801600,0.001235887159621287
cat__NDC7_5107904,0.00123085124906842
cat__NDC7_6139201,0.0012131694515770382
cat__NDC7_6139209,0.0011644799387227594
cat__NDC7_6387403,0.001107485499081727
cat__NDC8_58016092,0.0011034946284603593
cat__NDC8_58016054,0.0010158493699591266
cat__NDC7_5107909,0.0009924584058730072
num__mean_surplus_days_prior,0.0009828789922650494
num__cumulative_surplus_days_prior,0.0009669527046372393
cat__NDC8_58016074,0.0009574336810446647
cat__NDC8_58016069,0.0009564069908196926
cat__NDC7_0007803,0.0009433127921150187
cat__NDC8_58016038,0.0009356821533999332
cat__NDC7_3698731,0.0009336077085489089
cat__NDC7_6042907,0.0008808964032503673
cat__NDC8_58016053,0.000877089728718792
cat__NDC8_58016008,0.000828203982587927
cat__NDC8_58016072,0.0008137175841394643
cat__NDC8_13411015,0.0008011835957443045
cat__NDC8_58016023,0.0007957435718751463
cat__NDC8_58016091,0.0007840529526300082
cat__NDC7_6626704,0.0007805272661278533
num__prev_was_early,0.0007801428482663085
cat__NDC7_5805601,0.0007694608464269221
cat__NDC7_4928802,0.0007447639422361783
cat__NDC8_58016086,0.0007130513945477594
cat__NDC8_58016028,0.0007125507381755297
num__prior_early_refill_rate,0.0007103659712347864
cat__NDC7_5456938,0.0007092351239963039
cat__NDC7_5504530,0.0006772821954487972
cat__NDC8_58016042,0.0006641744149898611
cat__NDC8_58016006,0.0006351334458717748
cat__NDC7_6050526,0.0005888738460881046
cat__NDC8_58016058,0.0005841767497022517
cat__NDC8_58016037,0.0005672766269336156
cat__NDC8_58016076,0.0005539010922828971
cat__NDC7_6524301,0.0005447805547590293
cat__NDC7_3698713,0.0005344773393122047
cat__NDC8_58016013,0.0005322753242715141
cat__NDC8_58016059,0.0005285548160576288
cat__PROD_SRVC_ID_58016090079,0.0005157444050834505
cat__NDC8_00615157,0.0005096275817147478
cat__NDC7_0024701,0.0005014701985016589
cat__NDC7_5486822,0.0004989783860101485
cat__NDC8_65862001,0.0004914940655709124
cat__NDC7_5588703,0.0004902749169643772
cat__NDC8_58016034,0.0004833843167589696
cat__NDC7_6626705,0.0004801393808697053
cat__NDC8_13411016,0.0004735882174174441
num__polypharmacy_flag_5plus,0.00047143631708042647
cat__NDC7_5112937,0.00046312806662464107
cat__NDC8_00078032,0.0004579685885161645
cat__NDC8_54697006,0.00043890677785721525
cat__NDC8_58016068,0.00043845072995374714
cat__NDC7_6626703,0.00043728682777386725
cat__NDC8_58016073,0.0004002731141635375
cat__NDC7_6362933,0.0003949438623792887
cat__NDC8_58016050,0.00039444629837032276
cat__NDC8_58016087,0.00039258813326150055
cat__NDC7_0061545,0.00039017555951665337
cat__NDC8_58016061,0.00038308863624516475
cat__NDC8_58016077,0.0003827132661414521
cat__NDC8_58016080,0.0003794271479801334
num__prior_on_time_refill_rate,0.0003771722792413644
cat__NDC7_5469700,0.00037461406359225245
cat__NDC8_67544013,0.00035689495367872433
cat__NDC8_58016055,0.0003550853502995945
cat__NDC7_0061515,0.0003480848691301429
cat__NDC7_0024500,0.0003462937481520087
cat__NDC8_61392007,0.00034519613671352145
cat__NDC8_58016084,0.0003431830208138868
cat__NDC8_58016093,0.0003358700308579058
cat__NDC8_58016044,0.0003357232196283343
cat__NDC8_58016009,0.0003278430825126008
cat__NDC7_0040620,0.0003150760709447231
cat__NDC8_58016088,0.00030019618382742065
cat__NDC8_61392015,0.00029962617901569804
cat__NDC7_6754401,0.0002862212579422244
cat__NDC7_4999902,0.0002842156055225072
cat__NDC8_58016015,0.0002838080831712712
cat__NDC8_58016025,0.00027470023887877224
cat__NDC7_5295903,0.00027377197137636467
cat__NDC7_6754405,0.00027288792257570586
cat__NDC8_58016019,0.00027203814107254107
num__prev_overlap_days,0.0002681134885956737
cat__NDC8_61392018,0.0002674726176883968
num__prev_was_on_time,0.00026270952935719016
cat__NDC7_5348901,0.0002615794274928507
cat__NDC7_5886406,0.00026001092219532144
cat__NDC8_61392016,0.0002574116495537506
cat__NDC7_0024718,0.0002472742612174248
cat__NDC7_6042900,0.00024597527691840927
cat__NDC8_63874035,0.0002456282135486847
num__is_month_start,0.0002390702670547265
cat__NDC7_6139200,0.00023680235502806076
cat__NDC8_58016098,0.00023586351855087943
cat__NDC8_58016027,0.0002344530262223465
cat__NDC7_3698710,0.00022836610959098662
cat__NDC8_58016057,0.00022784086297848908
cat__NDC7_0018500,0.00022407680260309892
cat__NDC8_00490715,0.0002232312193795553
cat__NDC8_58016016,0.00022201408139642883
cat__NDC7_6139207,0.00022024931748917175
cat__NDC7_3839605,0.00021823335272386324
cat__NDC8_58016063,0.00021737025219788374
cat__NDC7_5295904,0.0002130400388682579
cat__NDC7_5588705,0.0002087747670802413
cat__NDC7_4999907,0.00020561282775481918
cat__NDC7_0055502,0.0001986381887511588
cat__NDC7_5486851,0.00019738202949202003
cat__NDC7_0000609,0.00019605575941033655
cat__NDC7_3698726,0.00019504087361061124
cat__NDC8_00490712,0.0001935087167335771
cat__NDC7_0017911,0.00018884338137057966
cat__NDC7_0052713,0.0001866667776134755
cat__NDC8_58016089,0.00018550215007748555
cat__NDC7_0049070,0.00017871420249695032
cat__NDC7_6853300,0.0001785605114323574
cat__NDC7_4335303,0.0001779478896482372
cat__NDC8_58016095,0.00017721084850968853
cat__NDC8_58016096,0.0001762207889755492
cat__NDC7_0061535,0.00017550776773663803
cat__NDC7_6754409,0.00017293485418126545
cat__NDC8_63874033,0.00017202991664165936
cat__NDC7_1341102,0.00016498559976928223
cat__NDC11_58016090079,0.0001645900816048776
cat__NDC8_54697008,0.0001623216860237543
cat__NDC8_66267013,0.0001620301035832779
cat__NDC7_3698732,0.00015775038432833498
cat__NDC8_58016051,0.00015726346272907404
cat__NDC8_66267046,0.00015634843994180025
cat__NDC7_6846201,0.00015470739579129958
cat__NDC8_61392017,0.00015289240169563732
cat__NDC8_00490714,0.0001514582781344208
cat__NDC7_1659001,0.00015088673312918115
cat__NDC8_55111019,0.00015077549495423563
cat__NDC8_58016066,0.00015006736547479795
cat__NDC7_0017914,0.0001419091058575492
cat__NDC8_60505017,0.00014182197541297945
cat__NDC8_67544010,0.000136562173571657
cat__NDC8_58016071,0.0001363459371246099
cat__NDC8_61392090,0.00013611999487686682
cat__NDC7_5300210,0.00013540287173389423
cat__NDC8_58016047,0.00013409768003463707
num__prior_on_time_refill_count,0.0001331075305867046
cat__NDC8_58016022,0.00013275113836432552
cat__NDC8_58016010,0.00013216059469501264
num__days_supply_60,0.00013111016381668397
cat__NDC7_6139208,0.00012948973970903704
cat__NDC7_5486850,0.00012759938189532512
cat__NDC7_0061555,0.0001268410057254099
cat__NDC7_5011104,0.0001265144457329265
cat__NDC7_5486842,0.00012021982695201492
cat__NDC8_61392093,0.00011842915449364859
cat__NDC7_6524300,0.00011705429682795963
cat__NDC8_58016081,0.00011386453269944778
cat__NDC8_58016048,0.0001100741367346569
cat__NDC8_66267053,0.00011002349349869896
cat__NDC7_5511102,0.00010736171951729206
cat__NDC7_5486854,0.00010701544592207141
cat__NDC7_5107908,0.00010541485970381678
cat__NDC7_5295905,0.00010472902079824605
cat__NDC8_58016070,0.00010392913183772612
cat__NDC8_13411010,9.68196917166039e-05
cat__NDC7_0024716,9.67209318682883e-05
cat__NDC8_00006073,9.670604194493131e-05
cat__NDC8_66582031,9.628832366661612e-05
num__prior_late_refill_count,9.139845048075735e-05
cat__NDC7_4988401,9.097933893055647e-05
cat__NDC7_2465802,9.023739607058118e-05
cat__NDC7_6139206,8.918524780955381e-05
cat__NDC7_0006502,8.8526103374738e-05
cat__NDC8_67544038,8.746099370395918e-05
cat__NDC8_13411013,8.56322918626626e-05
cat__NDC7_5729704,8.559828796202653e-05
cat__NDC8_58016001,8.550022821607488e-05
cat__NDC7_5444101,8.54611947599831e-05
cat__NDC7_5112931,7.900500906734875e-05
cat__NDC8_58016018,7.664060962606354e-05
cat__NDC8_63629338,7.522909372007534e-05
cat__NDC7_5486858,7.452240054440047e-05
cat__NDC7_5556700,7.226717598402682e-05
cat__NDC7_0087904,7.067568004652823e-05
cat__NDC7_5528902,6.99990049643621e-05
cat__NDC7_6457900,6.987759818725702e-05
cat__NDC7_0061565,6.895620033683156e-05
cat__NDC7_6754402,6.74028211025295e-05
cat__NDC7_3698712,6.729844589202284e-05
cat__NDC7_6586201,6.620206131301624e-05
cat__NDC7_6838200,6.54153114220486e-05
cat__NDC7_5295907,6.513141020175671e-05
cat__NDC8_58016005,6.506562833186576e-05
cat__NDC7_6387406,6.264200767765747e-05
cat__NDC7_6754400,6.0678610695088436e-05
cat__NDC7_6722802,5.786521535212175e-05
cat__NDC8_58016040,5.72382649334517e-05
cat__NDC8_13411011,5.681269236617535e-05
cat__NDC8_58016032,5.6318912708584606e-05
cat__NDC7_5112935,5.5755078411325505e-05
cat__NDC8_61392025,5.548648705388171e-05
cat__NDC8_58016036,5.409486242954297e-05
cat__NDC8_58016039,5.372905819321928e-05
cat__NDC7_6330407,5.257510629389251e-05
cat__NDC8_61392001,5.008879047588093e-05
cat__NDC7_6584106,4.8557154738207446e-05
cat__NDC7_5588709,4.8191991129759306e-05
cat__NDC8_63874031,4.730993570867415e-05
cat__NDC8_58016045,4.578055554088732e-05
cat__NDC7_0017918,4.211170071797374e-05
cat__NDC7_5112930,4.181964991268354e-05
cat__PROD_SRVC_ID_58016077797,4.100937947861322e-05
cat__NDC7_6586200,4.100740826621264e-05
cat__NDC7_5486845,4.079196087109593e-05
cat__NDC7_5511101,4.011060812943903e-05
cat__NDC7_4999909,3.977288223792948e-05
cat__NDC8_58016099,3.940061687320213e-05
cat__NDC7_0000607,3.7140908462515365e-05
cat__NDC7_4928801,3.700876039392886e-05
cat__NDC7_0059155,3.672605351395842e-05
cat__NDC8_64679092,3.521054891662463e-05
cat__NDC7_5588706,3.328810271565461e-05
cat__NDC8_61392054,3.112838431136952e-05
cat__NDC7_6626701,3.108765434279633e-05
cat__NDC7_3698725,3.0484699242051625e-05
cat__NDC8_58016024,3.0069767054358056e-05
cat__NDC7_6838201,2.9230070441410456e-05
cat__NDC8_58016062,2.8452913845836583e-05
cat__NDC7_0017916,2.721631979015094e-05
cat__NDC7_5486853,2.6294721218712826e-05
cat__NDC8_58016043,2.6246813064662288e-05
num__prior_early_refill_count,2.611343587783509e-05
cat__NDC8_58016007,2.601079609273082e-05
cat__NDC7_0024704,2.421672748103568e-05
cat__NDC7_3698716,2.3713644143836023e-05
cat__NDC7_6049106,2.3075084821969e-05
cat__NDC7_6754408,2.2480534893693653e-05
cat__NDC8_65862003,2.237408010115428e-05
cat__NDC7_6626706,2.2180622532014546e-05
cat__NDC8_58016060,2.1715646361495534e-05
cat__NDC7_5528908,2.1487024478414066e-05
cat__NDC7_6139203,2.1324675055477145e-05
cat__NDC8_58016033,2.0665294960894813e-05
cat__NDC7_0072500,2.028441850698628e-05
cat__NDC7_6754406,2.0186443999235398e-05
cat__NDC7_0017919,2.0175834847941425e-05
cat__NDC7_5537001,1.9778683484615465e-05
cat__NDC7_3698720,1.9326353721532202e-05
cat__NDC7_0078150,1.8637477327623033e-05
cat__NDC8_58016004,1.7830496793165904e-05
cat__NDC7_3326100,1.778303314967373e-05
cat__NDC7_3698714,1.7099248340994125e-05
cat__NDC7_5486821,1.6148738711357362e-05
cat__NDC8_58016029,1.604556642332977e-05
cat__NDC8_58016026,1.5623642038872465e-05
cat__NDC7_6139204,1.4198268574336172e-05
cat__NDC8_00006074,1.3930056664522745e-05
cat__NDC8_55567012,1.331166263762099e-05
cat__NDC7_0059700,1.3024568178258397e-05
cat__NDC7_5112941,1.2937213658581687e-05
cat__NDC8_58016046,1.2173044092806876e-05
cat__NDC7_6139202,1.1048070418833553e-05
cat__NDC7_5528909,1.0794437657473065e-05
cat__NDC8_61392057,1.0293955287220523e-05
cat__NDC7_3698729,1.025427390526312e-05
cat__NDC7_5528904,1.015030870002401e-05
cat__NDC8_61392042,1.0125379365621293e-05
cat__NDC11_58016077797,8.587189024106346e-06
cat__NDC7_6754404,5.743776776717284e-06
cat__NDC11_58016038308,0.0
cat__NDC11_58016038196,0.0
cat__NDC11_58016038307,0.0
cat__NDC11_58016037920,0.0
cat__NDC11_58016037921,0.0
cat__NDC11_58016037927,0.0
cat__NDC11_58016038193,0.0
cat__NDC11_58016038197,0.0
cat__NDC11_58016037932,0.0
cat__NDC11_58016037904,0.0
cat__NDC11_58016038202,0.0
cat__NDC11_58016037942,0.0
cat__NDC11_58016037944,0.0
cat__NDC11_58016037612,0.0
cat__NDC11_58016037928,0.0
cat__NDC11_58016037906,0.0
cat__NDC11_58016037907,0.0
cat__NDC11_58016037902,0.0
cat__NDC11_58016038310,0.0
cat__NDC11_58016038184,0.0
cat__NDC11_58016037908,0.0
cat__NDC11_58016038312,0.0
cat__NDC11_58016037914,0.0
cat__NDC11_58016037910,0.0
cat__NDC11_58016038314,0.0
cat__NDC11_58016038190,0.0
cat__NDC11_58016038316,0.0
cat__NDC11_58016038189,0.0
cat__NDC11_58016037909,0.0
cat__NDC11_58016038315,0.0
cat__NDC11_58016038309,0.0
cat__NDC11_58016038015,0.0
cat__NDC11_58016038118,0.0
cat__NDC11_58016038024,0.0
cat__NDC11_58016038303,0.0
cat__NDC11_58016038116,0.0
cat__NDC11_58016038115,0.0
cat__NDC11_58016038302,0.0
cat__NDC11_58016038110,0.0
cat__NDC11_58016038215,0.0
cat__NDC11_58016038107,0.0
cat__NDC11_58016038260,0.0
cat__NDC11_58016038180,0.0
cat__NDC11_58016038301,0.0
cat__NDC11_58016038106,0.0
cat__NDC11_58016038040,0.0
cat__NDC11_58016038050,0.0
cat__NDC11_58016038105,0.0
cat__NDC11_58016038060,0.0
cat__NDC11_58016038103,0.0
cat__NDC11_58016038090,0.0
cat__NDC11_58016038100,0.0
cat__NDC11_58016038273,0.0
cat__NDC11_58016038300,0.0
cat__NDC11_58016038289,0.0
cat__NDC11_58016038028,0.0
cat__NDC11_58016037945,0.0
cat__NDC11_58016037948,0.0
cat__NDC11_58016037956,0.0
cat__NDC11_58016038182,0.0
cat__NDC11_58016038179,0.0
cat__NDC11_58016038177,0.0
cat__NDC11_58016038173,0.0
cat__NDC11_58016038306,0.0
cat__NDC11_58016037960,0.0
cat__NDC11_58016037970,0.0
cat__NDC11_58016037973,0.0
cat__NDC11_58016038167,0.0
cat__NDC11_58016038124,0.0
cat__NDC11_58016038210,0.0
cat__NDC11_58016037977,0.0
cat__NDC11_58016037989,0.0
cat__NDC11_58016037996,0.0
cat__NDC11_58016038150,0.0
cat__NDC11_58016037997,0.0
cat__NDC11_58016038305,0.0
cat__NDC11_58016038010,0.0
cat__NDC11_58016038145,0.0
cat__NDC11_58016038142,0.0
cat__NDC11_58016038304,0.0
cat__NDC11_58016038135,0.0
cat__NDC11_58016037976,0.0
cat__NDC11_58016037712,0.0
cat__NDC11_58016037708,0.0
cat__NDC11_58016037707,0.0
cat__NDC11_58016037704,0.0
cat__NDC11_58016037703,0.0
cat__NDC11_58016037701,0.0
cat__NDC11_58016037700,0.0
cat__NDC11_58016037699,0.0
cat__NDC11_58016038318,0.0
cat__NDC11_58016037697,0.0
cat__NDC11_58016037696,0.0
cat__NDC11_58016037693,0.0
cat__NDC11_58016037692,0.0
cat__NDC11_58016037691,0.0
cat__NDC11_58016037690,0.0
cat__NDC11_58016037689,0.0
cat__NDC11_58016037687,0.0
cat__NDC11_58016037698,0.0
cat__NDC11_58016037760,0.0
cat__NDC11_58016037756,0.0
cat__NDC11_58016037750,0.0
cat__NDC11_58016037748,0.0
cat__NDC11_58016037745,0.0
cat__NDC11_58016037740,0.0
cat__NDC11_58016037736,0.0
cat__NDC11_58016037735,0.0
cat__NDC11_58016037714,0.0
cat__NDC11_58016037725,0.0
cat__NDC11_58016037724,0.0
cat__NDC11_58016037721,0.0
cat__NDC11_58016037720,0.0
cat__NDC11_58016037718,0.0
cat__NDC11_58016037716,0.0
cat__NDC11_58016038320,0.0
cat__NDC11_58016037715,0.0
cat__NDC11_58016037730,0.0
cat__NDC11_58016037625,0.0
cat__NDC11_58016037626,0.0
cat__NDC11_58016037627,0.0
cat__NDC11_58016037628,0.0
cat__NDC11_58016037630,0.0
cat__NDC11_58016037632,0.0
cat__NDC11_58016037635,0.0
cat__NDC11_58016037636,0.0
cat__NDC11_58016037684,0.0
cat__NDC11_58016037642,0.0
cat__NDC11_58016037644,0.0
cat__NDC11_58016037645,0.0
cat__NDC11_58016037648,0.0
cat__NDC11_58016037650,0.0
cat__NDC11_58016037656,0.0
cat__NDC11_58016037660,0.0
cat__NDC11_58016037667,0.0
cat__NDC11_58016037640,0.0
cat__NDC11_58016037683,0.0
cat__NDC11_58016037682,0.0
cat__NDC11_58016037681,0.0
cat__NDC11_58016037680,0.0
cat__NDC11_58016037679,0.0
cat__NDC11_58016037677,0.0
cat__NDC11_58016037676,0.0
cat__NDC11_58016037675,0.0
cat__NDC11_58016037624,0.0
cat__NDC11_58016037672,0.0
cat__NDC11_58016037671,0.0
cat__NDC11_58016037670,0.0
cat__NDC11_58016037669,0.0
cat__NDC11_58016037615,0.0
cat__NDC11_58016037616,0.0
cat__NDC11_58016037618,0.0
cat__NDC11_58016037620,0.0
cat__NDC11_58016037621,0.0
cat__NDC11_58016037673,0.0
cat__NDC11_58016037873,0.0
cat__NDC11_58016037872,0.0
cat__NDC11_58016037870,0.0
cat__NDC11_58016037869,0.0
cat__NDC11_58016037867,0.0
cat__NDC11_58016037860,0.0
cat__NDC11_58016037856,0.0
cat__NDC11_58016037850,0.0
cat__NDC11_58016037769,0.0
cat__NDC11_58016037845,0.0
cat__NDC11_58016037844,0.0
cat__NDC11_58016037842,0.0
cat__NDC11_58016037840,0.0
cat__NDC11_58016037836,0.0
cat__NDC11_58016037835,0.0
cat__NDC11_58016037832,0.0
cat__NDC11_58016037830,0.0
cat__NDC11_58016037848,0.0
cat__NDC11_58016037900,0.0
cat__NDC11_58016037899,0.0
cat__NDC11_58016037898,0.0
cat__NDC11_58016037897,0.0
cat__NDC11_58016037896,0.0
cat__NDC11_58016037893,0.0
cat__NDC11_58016037892,0.0
cat__NDC11_58016037891,0.0
cat__NDC11_58016037875,0.0
cat__NDC11_58016037889,0.0
cat__NDC11_58016037884,0.0
cat__NDC11_58016037883,0.0
cat__NDC11_58016037882,0.0
cat__NDC11_58016037881,0.0
cat__NDC11_58016037880,0.0
cat__NDC11_58016037879,0.0
cat__NDC11_58016037877,0.0
cat__NDC11_58016037876,0.0
cat__NDC11_58016037890,0.0
cat__NDC11_58016037800,0.0
cat__NDC11_58016037798,0.0
cat__NDC11_58016037797,0.0
cat__NDC11_58016037796,0.0
cat__NDC11_58016037793,0.0
cat__NDC11_58016037789,0.0
cat__NDC11_58016037787,0.0
cat__NDC11_58016037784,0.0
cat__NDC11_58016037828,0.0
cat__NDC11_58016037782,0.0
cat__NDC11_58016037781,0.0
cat__NDC11_58016037780,0.0
cat__NDC11_58016037777,0.0
cat__NDC11_58016037775,0.0
cat__NDC11_58016037772,0.0
cat__NDC11_58016037771,0.0
cat__NDC11_58016037770,0.0
cat__NDC11_58016037783,0.0
cat__NDC11_58016037827,0.0
cat__NDC11_58016037826,0.0
cat__NDC11_58016037824,0.0
cat__NDC11_58016037821,0.0
cat__NDC11_58016037820,0.0
cat__NDC11_58016037818,0.0
cat__NDC11_58016037816,0.0
cat__NDC11_58016037815,0.0
cat__NDC11_58016037801,0.0
cat__NDC11_58016037812,0.0
cat__NDC11_58016037810,0.0
cat__NDC11_58016037809,0.0
cat__NDC11_58016037807,0.0
cat__NDC11_58016037806,0.0
cat__NDC11_58016037805,0.0
cat__NDC11_58016037804,0.0
cat__NDC11_58016037803,0.0
cat__NDC11_58016037802,0.0
cat__NDC11_58016037814,0.0
cat__NDC11_58016039245,0.0
cat__NDC11_58016039244,0.0
cat__NDC11_58016039242,0.0
cat__NDC11_58016039236,0.0
cat__NDC11_58016039235,0.0
cat__NDC11_58016039232,0.0
cat__NDC11_58016039228,0.0
cat__NDC11_58016039225,0.0
cat__NDC11_58016037614,0.0
cat__NDC11_58016039221,0.0
cat__NDC11_58016039220,0.0
cat__NDC11_58016039215,0.0
cat__NDC11_58016039214,0.0
cat__NDC11_58016039210,0.0
cat__NDC11_58016039209,0.0
cat__NDC11_58016039208,0.0
cat__NDC11_58016039207,0.0
cat__NDC11_58016039206,0.0
cat__NDC11_58016039224,0.0
cat__NDC11_58016039402,0.0
cat__NDC11_58016039401,0.0
cat__NDC11_58016039400,0.0
cat__NDC11_58016039298,0.0
cat__NDC11_58016039296,0.0
cat__NDC11_58016039292,0.0
cat__NDC11_58016039287,0.0
cat__NDC11_58016039284,0.0
cat__NDC11_58016039283,0.0
cat__NDC11_58016039248,0.0
cat__NDC11_58016039277,0.0
cat__NDC11_58016039276,0.0
cat__NDC11_58016039275,0.0
cat__NDC11_58016039273,0.0
cat__NDC11_58016039272,0.0
cat__NDC11_58016039269,0.0
cat__NDC11_58016039267,0.0
cat__NDC11_58016039260,0.0
cat__NDC11_58016039256,0.0
cat__NDC11_58016039281,0.0
cat__NDC11_58016038820,0.0
cat__NDC11_58016038816,0.0
cat__NDC11_58016038814,0.0
cat__NDC11_58016038812,0.0
cat__NDC11_58016038808,0.0
cat__NDC11_58016038807,0.0
cat__NDC11_58016038801,0.0
cat__NDC11_58016038760,0.0
cat__NDC11_58016038750,0.0
cat__NDC11_58016039204,0.0
cat__NDC11_58016038721,0.0
cat__NDC11_58016038720,0.0
cat__NDC11_58016038715,0.0
cat__NDC11_58016038710,0.0
cat__NDC11_58016038699,0.0
cat__NDC11_58016038698,0.0
cat__NDC11_58016038697,0.0
cat__NDC11_58016038696,0.0
cat__NDC11_58016038693,0.0
cat__NDC11_58016038728,0.0
cat__NDC11_58016039203,0.0
cat__NDC11_58016039202,0.0
cat__NDC11_58016039201,0.0
cat__NDC11_58016039200,0.0
cat__NDC11_58016039128,0.0
cat__NDC11_58016038897,0.0
cat__NDC11_58016038896,0.0
cat__NDC11_58016038892,0.0
cat__NDC11_58016038890,0.0
